V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
entrez gene/locuslink:5159	entrez gene/locuslink:156	biogrid:111185|entrez gene/locuslink:PDGFRB	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CD140B(gene name synonym)|entrez gene/locuslink:IBGC4(gene name synonym)|entrez gene/locuslink:IMF1(gene name synonym)|entrez gene/locuslink:JTK12(gene name synonym)|entrez gene/locuslink:PDGFR(gene name synonym)|entrez gene/locuslink:PDGFR-1(gene name synonym)|entrez gene/locuslink:PDGFR1(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Freedman NJ (2002)	pubmed:12381737	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:505709	-
entrez gene/locuslink:1460	entrez gene/locuslink:156	biogrid:107843|entrez gene/locuslink:CSNK2B|entrez gene/locuslink:DADB-127H9.2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CK2B(gene name synonym)|entrez gene/locuslink:CK2N(gene name synonym)|entrez gene/locuslink:CSK2B(gene name synonym)|entrez gene/locuslink:G5A(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0018(two hybrid)	Vinayagam A (2011)	pubmed:21900206	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:601678	-
entrez gene/locuslink:25489	entrez gene/locuslink:156	biogrid:247522|entrez gene/locuslink:Nedd4	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:Nedd4a(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Persaud A (2009)	pubmed:19953087	taxid:10116	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:608514	-
entrez gene/locuslink:9815	entrez gene/locuslink:156	biogrid:115154|entrez gene/locuslink:GIT2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CAT-2(gene name synonym)|entrez gene/locuslink:CAT2(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Premont RT (2000)	pubmed:10896954	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:275676	-
entrez gene/locuslink:28964	entrez gene/locuslink:156	biogrid:118789|entrez gene/locuslink:GIT1	biogrid:106665|entrez gene/locuslink:ADRBK1	-	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Premont RT (2000)	pubmed:10896954	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:275677	-
entrez gene/locuslink:156	entrez gene/locuslink:6010	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:111942|entrez gene/locuslink:RHO	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:CSNBAD1(gene name synonym)|entrez gene/locuslink:OPN2(gene name synonym)|entrez gene/locuslink:RP4(gene name synonym)	psi-mi:MI:0096(pull down)	Gan XQ (2000)	pubmed:10722682	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:275867	-
entrez gene/locuslink:857	entrez gene/locuslink:156	biogrid:107305|entrez gene/locuslink:CAV1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:BSCL3(gene name synonym)|entrez gene/locuslink:CGL3(gene name synonym)|entrez gene/locuslink:LCCNS(gene name synonym)|entrez gene/locuslink:MSTP085(gene name synonym)|entrez gene/locuslink:PPH3(gene name synonym)|entrez gene/locuslink:VIP21(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0096(pull down)	Carman CV (1999)	pubmed:10085129	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:276998	-
entrez gene/locuslink:1233	entrez gene/locuslink:156	biogrid:107638|entrez gene/locuslink:CCR4	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CC-CKR-4(gene name synonym)|entrez gene/locuslink:CD194(gene name synonym)|entrez gene/locuslink:CKR4(gene name synonym)|entrez gene/locuslink:CMKBR4(gene name synonym)|entrez gene/locuslink:ChemR13(gene name synonym)|entrez gene/locuslink:HGCN:14099(gene name synonym)|entrez gene/locuslink:K5-5(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Inngjerdingen M (2000)	pubmed:10754297	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:278023	-
entrez gene/locuslink:1910	entrez gene/locuslink:156	biogrid:108232|entrez gene/locuslink:EDNRB|entrez gene/locuslink:RP11-318G21.1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:ABCDS(gene name synonym)|entrez gene/locuslink:ET-B(gene name synonym)|entrez gene/locuslink:ET-BR(gene name synonym)|entrez gene/locuslink:ETB(gene name synonym)|entrez gene/locuslink:ETBR(gene name synonym)|entrez gene/locuslink:ETRB(gene name synonym)|entrez gene/locuslink:HSCR(gene name synonym)|entrez gene/locuslink:HSCR2(gene name synonym)|entrez gene/locuslink:WS4A(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Freedman NJ (1997)	pubmed:9211925	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:279767	-
entrez gene/locuslink:185	entrez gene/locuslink:156	biogrid:106691|entrez gene/locuslink:AGTR1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:AG2S(gene name synonym)|entrez gene/locuslink:AGTR1B(gene name synonym)|entrez gene/locuslink:AT1(gene name synonym)|entrez gene/locuslink:AT1AR(gene name synonym)|entrez gene/locuslink:AT1B(gene name synonym)|entrez gene/locuslink:AT1BR(gene name synonym)|entrez gene/locuslink:AT1R(gene name synonym)|entrez gene/locuslink:AT2R1(gene name synonym)|entrez gene/locuslink:HAT1R(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Freedman NJ (1997)	pubmed:9211925	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:279768	-
entrez gene/locuslink:156	entrez gene/locuslink:2492	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:108770|entrez gene/locuslink:FSHR	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:FSHRO(gene name synonym)|entrez gene/locuslink:LGR1(gene name synonym)|entrez gene/locuslink:ODG1(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Lazari MF (1999)	pubmed:10379886	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:279942	-
entrez gene/locuslink:154	entrez gene/locuslink:156	biogrid:106663|entrez gene/locuslink:ADRB2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:ADRB2R(gene name synonym)|entrez gene/locuslink:ADRBR(gene name synonym)|entrez gene/locuslink:B2AR(gene name synonym)|entrez gene/locuslink:BAR(gene name synonym)|entrez gene/locuslink:BETA2AR(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Fan  G (2001)	pubmed:11309381	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:304684	-
entrez gene/locuslink:28964	entrez gene/locuslink:156	biogrid:118789|entrez gene/locuslink:GIT1	biogrid:106665|entrez gene/locuslink:ADRBK1	-	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Premont RT (1998)	pubmed:9826657	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:304691	-
entrez gene/locuslink:156	entrez gene/locuslink:5082	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:111116|entrez gene/locuslink:PDCL|entrez gene/locuslink:RP11-465F21.2	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:PhLP(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Ruiz-Gomez A (2000)	pubmed:10884381	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:274854	-
entrez gene/locuslink:156	entrez gene/locuslink:5132	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:111159|entrez gene/locuslink:PDC	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:MEKA(gene name synonym)|entrez gene/locuslink:PHD(gene name synonym)|entrez gene/locuslink:PhLOP(gene name synonym)|entrez gene/locuslink:PhLP(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Ruiz-Gomez A (2000)	pubmed:10884381	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:274855	-
entrez gene/locuslink:6622	entrez gene/locuslink:156	biogrid:112506|entrez gene/locuslink:SNCA	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:NACP(gene name synonym)|entrez gene/locuslink:PARK1(gene name synonym)|entrez gene/locuslink:PARK4(gene name synonym)|entrez gene/locuslink:PD1(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0686(unspecified method)	Woods WS (2007)	pubmed:17893145	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:735002	-
entrez gene/locuslink:4193	entrez gene/locuslink:156	biogrid:110358|entrez gene/locuslink:MDM2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:ACTFS(gene name synonym)|entrez gene/locuslink:HDMX(gene name synonym)|entrez gene/locuslink:hdm2(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Nogues L (2011)	pubmed:21081496	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:683193	-
entrez gene/locuslink:156	entrez gene/locuslink:4193	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:110358|entrez gene/locuslink:MDM2	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:ACTFS(gene name synonym)|entrez gene/locuslink:HDMX(gene name synonym)|entrez gene/locuslink:hdm2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Nogues L (2011)	pubmed:21081496	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:683194	-
entrez gene/locuslink:156	entrez gene/locuslink:408	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:106901|entrez gene/locuslink:ARRB1	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:ARB1(gene name synonym)|entrez gene/locuslink:ARR1(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Nogues L (2011)	pubmed:21081496	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:683195	-
entrez gene/locuslink:156	entrez gene/locuslink:2782	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:109044|entrez gene/locuslink:GNB1|entrez gene/locuslink:RP1-283E3.7	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	-	psi-mi:MI:0004(affinity chromatography technology)	Seo M (2007)	pubmed:17548351	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:718909	-
entrez gene/locuslink:156	entrez gene/locuslink:2782	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:109044|entrez gene/locuslink:GNB1|entrez gene/locuslink:RP1-283E3.7	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	-	psi-mi:MI:0096(pull down)	Carman CV (2000)	pubmed:10744734	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:718999	-
entrez gene/locuslink:156	entrez gene/locuslink:30818	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:119042|entrez gene/locuslink:KCNIP3	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:CSEN(gene name synonym)|entrez gene/locuslink:DREAM(gene name synonym)|entrez gene/locuslink:KCHIP3(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Ruiz-Gomez A (2007)	pubmed:17102134	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:719171	-
entrez gene/locuslink:30818	entrez gene/locuslink:156	biogrid:119042|entrez gene/locuslink:KCNIP3	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CSEN(gene name synonym)|entrez gene/locuslink:DREAM(gene name synonym)|entrez gene/locuslink:KCHIP3(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Ruiz-Gomez A (2007)	pubmed:17102134	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:719172	-
entrez gene/locuslink:30818	entrez gene/locuslink:156	biogrid:119042|entrez gene/locuslink:KCNIP3	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CSEN(gene name synonym)|entrez gene/locuslink:DREAM(gene name synonym)|entrez gene/locuslink:KCHIP3(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0096(pull down)	Ruiz-Gomez A (2007)	pubmed:17102134	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:719173	-
entrez gene/locuslink:156	entrez gene/locuslink:30818	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:119042|entrez gene/locuslink:KCNIP3	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:CSEN(gene name synonym)|entrez gene/locuslink:DREAM(gene name synonym)|entrez gene/locuslink:KCHIP3(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Ruiz-Gomez A (2007)	pubmed:17102134	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:719174	-
entrez gene/locuslink:26260	entrez gene/locuslink:156	biogrid:117646|entrez gene/locuslink:FBXO25	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:FBX25(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Teixeira FR (2013)	pubmed:23940030	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:886286	-
entrez gene/locuslink:156	entrez gene/locuslink:154	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:106663|entrez gene/locuslink:ADRB2	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:ADRB2R(gene name synonym)|entrez gene/locuslink:ADRBR(gene name synonym)|entrez gene/locuslink:B2AR(gene name synonym)|entrez gene/locuslink:BAR(gene name synonym)|entrez gene/locuslink:BETA2AR(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Lorenz K (2003)	pubmed:14654844	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:823025	-
entrez gene/locuslink:156	entrez gene/locuslink:5037	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:111076|entrez gene/locuslink:PEBP1	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:HCNP(gene name synonym)|entrez gene/locuslink:HCNPpp(gene name synonym)|entrez gene/locuslink:HEL-210(gene name synonym)|entrez gene/locuslink:HEL-S-34(gene name synonym)|entrez gene/locuslink:PBP(gene name synonym)|entrez gene/locuslink:PEBP(gene name synonym)|entrez gene/locuslink:PEBP-1(gene name synonym)|entrez gene/locuslink:RKIP(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Lorenz K (2003)	pubmed:14654844	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:823026	-
entrez gene/locuslink:5037	entrez gene/locuslink:156	biogrid:111076|entrez gene/locuslink:PEBP1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:HCNP(gene name synonym)|entrez gene/locuslink:HCNPpp(gene name synonym)|entrez gene/locuslink:HEL-210(gene name synonym)|entrez gene/locuslink:HEL-S-34(gene name synonym)|entrez gene/locuslink:PBP(gene name synonym)|entrez gene/locuslink:PEBP(gene name synonym)|entrez gene/locuslink:PEBP-1(gene name synonym)|entrez gene/locuslink:RKIP(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Lorenz K (2003)	pubmed:14654844	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:823028	-
entrez gene/locuslink:156	entrez gene/locuslink:223864	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:230205|entrez gene/locuslink:Rapgef3	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:2310016P22Rik(gene name synonym)|entrez gene/locuslink:9330170P05Rik(gene name synonym)|entrez gene/locuslink:Epac(gene name synonym)|entrez gene/locuslink:Epac1(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Eijkelkamp N (2010)	pubmed:20861385	taxid:9606	taxid:10090	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:905719	-
